,﻿MessageID,ThreadID,ThreadName,MemberID,MemberName,Message,P_Year,P_Month,P_Day,P_Date,ThreadFirstMessageID
10722,27555,813,Images from Islamic Emirate of Caucasus,74,Abu Anas al-Ansari,,2009,07,22,2009-07-22 00:00:00.000,1403
10723,27556,813,Images from Islamic Emirate of Caucasus,74,Abu Anas al-Ansari,,2009,07,22,2009-07-22 00:00:00.000,1403
10727,27560,1197,Latest Coalition Fatalities - Iraq/Afghanistan (Minstream Media),54,ANSAR 007,"Afghanistan Defense News 07/22/09 MoD: Captain Daniel Shepherd killed in Afghanistan the Ministry of Defence must confirm that Captain Daniel Shepherd from 11 Explosive Ordnance Disposal Regiment, The Royal Logistic Corps, was killed in Afghanistan on Monday...he died following an explosion in Nad-e-Ali District in Helmand Province... 07/22/09 AP: Bomb Kills Two U.S. Troops in Afghanistan A military spokesman says a bomb blast in Afghanistan has killed two American troops. Tech Sgt. Chuck Marsh says the explosion happened in southern Afghanistan. Officials released no other details, including what branch the troops served... 07/22/09 MoD: Soldier from Coldstream Guards killed in Afghanistan a soldier from 1st Battalion Coldstream Guards, attached to 1st Battalion Welsh Guards, was killed in Afghanistan today...The soldier was killed as a result of an explosion that happened whilst on a dismounted patrol in Nad e Ali District",2009,07,22,2009-07-22 00:00:00.000,2051
10728,27561,1525,Latest Iraqi/afghan Soldiers/Police/Other Fatalities - Iraq/Afghanistan (Mainstream Media),54,ANSAR 007,"Iraq news 07/22/09 Reuters: Roadside bomb wounds Iraqi soldiers in Mosul A roadside bomb targeting an Iraqi army patrol wounded two soldiers in northern Mosul, 390 km (240 miles) north of Baghdad on Tuesday, police said. 07/22/09 VOA: 5 Iranian Pilgrims Killed by Gunmen in Iraq Iraqi police say gunmen killed five Iranian pilgrims Wednesday, as they journeyed to Shi'ite holy sites in Iraq. Police said gunmen opened fire on buses traveling near the city of Baquba.",2009,07,22,2009-07-22 00:00:00.000,2692
10762,2760,813,Images from Islamic Emirate of Caucasus,guest1,guest1,who is sheikh said of buritia?,2009,03,02,2009-03-02 00:00:00.000,1403
10780,2762,813,Images from Islamic Emirate of Caucasus,117,ShabaabQoqaz,Quote: Originally Posted by abuthaabit who is sheikh said of buritia? His a Prominent sheikh in Russia who joined the Mujahideen.,2009,03,02,2009-03-02 00:00:00.000,1403
10816,27689,813,Images from Islamic Emirate of Caucasus,101,Ula8484,both schahids Sad Dzambulat and Abu Bakr Bassayev,2009,07,23,2009-07-23 00:00:00.000,1403
10881,2778,1197,Latest Coalition Fatalities - Iraq/Afghanistan (Minstream Media),109,Sa`ad al Furqan,Assalamu alaikum It seems the attacks in Iraq is increasing.Alhamdulillah,2009,03,02,2009-03-02 00:00:00.000,2051
10967,2793,1197,Latest Coalition Fatalities - Iraq/Afghanistan (Minstream Media),54,ANSAR 007,Iraq 03/02/09 MNF: MND-B Soldier death A Multi-National Division–Baghdad Soldier died March 2 from combat related injuries while conducting a patrol north of Baghdad. The Soldier’s name is being withheld pending notification of next of kin and release by the Department of Defense.,2009,03,02,2009-03-02 00:00:00.000,2051
10972,2794,1525,Latest Iraqi/afghan Soldiers/Police/Other Fatalities - Iraq/Afghanistan (Mainstream Media),54,ANSAR 007,"Iraq 03/02/09 Reuters: Roadside bomb kills 2 Iraqi soldiers in Balad Ruz A roadside bomb targeting an army patrol killed two soldiers and wounded three others in Balad Ruz, 90 km (55 miles) northeast of Baghdad. 03/02/09 Reuters: Gunmen wound policeman in southern Kirkuk A policeman was wounded by gunmen in an attack late on Sunday in southern Kirkuk, 250 km (155 miles) north of Baghdad, police said. The man was working as a guard for an Interior Ministry official. Iraqi - News: IED Killed 2 Police Wounded (6-8) An explosive device went off targeting a police patrol in the courtyard of the granular Hamzah eastern Baghdad this afternoon (Monday), and the resulting explosion killed two members of the patrol and wounding six others. A security source who declined to be named, told the correspondent of news agency certainty: the device was planted by unknown persons on the highway near the scene in the granular Hamzah, of the City of the Revolution and the explosion resulted in killing and wounding 12 people, including 8 of the elements of the police.",2009,03,02,2009-03-02 00:00:00.000,2692
11022,28003,1893,Latest News About The Mujahideen In Somalia,930,wa1slama,"Ahlu Sunna Waljama'a claims victory, explians fighting in central Somalia Posted: 7/25/2009 12:07:00 AM ABUDWAK ( Sh. M. Network ) - Sheik Abdirisak Al-Ashari, the spkosman of the Islamic organization of Ahlu Sunna Waljama'a has held a press conference on Friday and explained more about the latest fighting continued in Galgudud and Hiran regions in central Somalia. Sheik Ashari claimed victory over the fighting and said that they killed more famous men from the other side of the fighting and captured more battle wagons during the clashesin over the past days in Hiran region pointing out that those deceased were what he described problem in thr region. the spokesman of Ahlu Sunna Waljama'a lastly said that they also acheived to take over the warring zones around Goobo where heavy fighting continued over the recent days in central Somalia.",2009,07,25,2009-07-25 00:00:00.000,3545
11024,28005,1893,Latest News About The Mujahideen In Somalia,930,wa1slama,"13 government soldiers injured in an armed vihecles accident in Mogadisho Posted: 7/25/2009 7:58:00 PM MOGADISHU ( Sh. M. Network ) - at least 13 government soldiers of the transitional goverment have been injured in an armed vihecles' accident near Sayidka tower in the Somali capital Mogadishu, witnesses and officials told Shabelle radio on Saturday. reports say that the accident came as two battle wagons with more governent soldiers and travelling with high speed colided in around Sayidka building in the main road that connects between Km4 intersection and the presidential palace in the capital wounding 13 government troops. Col. Abdullahi Hassan Barise, the spokesman of the police forces of the transitional government confirmed the casualties that reached to the soldiers on board in both colided trucks and told Shabelle's Mohamd Bashir Hashi that he reached at the scene where the accident happened adding that all the injured government soldiers were rushed to the hospital. residents said that the government soldiers halted the movement of the traffic and people through the street for a while but lately reopened it. it is not the first time that car accidents happen in Mogadishu but is part of the truck accidents happen in the capital due to the distruction of the roads and no well trained drivers who drive the vehicles with a very high speed through the rough high ways in the capital.",2009,07,25,2009-07-25 00:00:00.000,3545
11025,28006,1893,Latest News About The Mujahideen In Somalia,930,wa1slama,"More Ethiopian troops reach in Kala-beyrka intersection Posted: 7/25/2009 6:55:00 PM BALADWEYN ( Sh. M. Network ) - more Ethiopian troops with many battle wagons have reached in Kala-beyrka intersection in Hiran region, witnesses told Shabelle radio on Saturday. residents confirmed that many Ethiopian troops poured into parts of the region in central Somalia adding that they made a militery bases there in central Somalia. the people in the region expressed concern about the Ethiopian troops who returned in parts of Jawil village specially Kala-beyrka junction in Hiran region where was abase for the Ethiopians earlier. it is unclear the reason of the Ethiopian troops' arrival in the region once again and their arrival comes as many other Ethiopian troops entered in Balanbal town in Galgudud region. we shall keep updating you for any further details abou the news.",2009,07,25,2009-07-25 00:00:00.000,3545
11085,28097,813,Images from Islamic Emirate of Caucasus,101,Ula8484,Amir Abu Muslim schahid right and Mujahid on second left,2009,07,26,2009-07-26 00:00:00.000,1403
11124,28150,813,Images from Islamic Emirate of Caucasus,74,Abu Anas al-Ansari,"as-Salamu ‘alaykum, When was Abu Muslim reported killed ? Was it in the mortar fire over night near village of Chemulga on July 11th 12th ?",2009,07,26,2009-07-26 00:00:00.000,1403
11125,28151,813,Images from Islamic Emirate of Caucasus,101,Ula8484,"Quote: Originally Posted by Abu Anas al-Ansari as-Salamu ‘alaykum, When was Abu Muslim reported killed ? Was it in the mortar fire over night near village of Chemulga on July 11th 12th ? in Arshtah?",2009,07,26,2009-07-26 00:00:00.000,1403
11140,28170,813,Images from Islamic Emirate of Caucasus,148,Abu Umar,"As-Salaamu Aleikum Quote: When was Abu Muslim reported killed ? Was it in the mortar fire over night near village of Chemulga on July 11th 12th ? It might have been akhi. Sheikh Sa'ad Abu Sa'id said that he was martyred (Insha'Allah) along with Azamat Makhauri (Emir Yasir) and 2 other brothers, and russian news claimed Emir Yasir and 3 mujahids were killed on about July 11th in a fire-fight in Ingushetia. May Allah Subhana wa Ta'ala accept them all as martyrs and grant them a place in Jennah al-Firdaws. Ameen.",2009,07,26,2009-07-26 00:00:00.000,1403
11141,28171,1893,Latest News About The Mujahideen In Somalia,117,ShabaabQoqaz,"Government soldiers flattened into Beledweyn town Posted: 7/26/2009 6:38:00 PM Shabelle: SOMALIA BALADWEYNE ( Sh. M. Network ) - more government soldiers have flattened into many neighbourhoods in Beledweyn town in Hiran region, official told Shabelle radio on Sunday. reports from the town say that many of the transitional government troops entered parts in the west of Beledweyn town early on Sunday morning where the Islamist forces against the TFG were controlling earlier. Mohamed Daqane Elmi better known as (Aar), a Somali MP in Beledweyn town town said more government troops led by General Moktar Hussein Afrah moved to the west of the town pointing out that they are currently controlling whole the town. Mr. Daqane said that both sides exchanged gunfire before taking over the control of the town adding they some of their soldiers were injured in the early morning clashes. we had tried to contact to the officials of the other forces against the the transitional government soldiers to know more about how some thing was going on in the town, but could not be possible for us to receive through the telephone. the military movement of the transional government troops comes as more Ethiopian troops returned in Kal-beyrka insection in Hiran region in central Somalia yesterday.",2009,07,26,2009-07-26 00:00:00.000,3545
11151,28187,1893,Latest News About The Mujahideen In Somalia,1499,abudujana,Ameen,2009,07,26,2009-07-26 00:00:00.000,3545
11211,2828,1197,Latest Coalition Fatalities - Iraq/Afghanistan (Minstream Media),54,ANSAR 007,"Iraq 03/03/09 MNF: Attack in Mosul kills U.S. Soldier A Multi-National Division-North Soldier died from injuries sustained during an indirect fire attack in Mosul, Iraq, Mar. 3. The name of the deceased is being withheld pending notification of next of kin [URL Pending] 03/03/09 AP: Marine Killed In Iraq Wreck Cpl. Donte Jamal Whitworth joined the Marines after his 2005 graduation from Noblesville High School. His mother, Carla Plowden, said Whitworth was scheduled to come home later this month. She was told that he died in a crash near Al Taquddum Air Base... Afghanistan 03/03/09 : DoD Identifies Army Casualty Spc. Simone A. Robinson, 21, of Dixmoor, Ill., died March 1 at Brooke Army Medical Center, San Antonio, Texas, of wounds sustained when an improvised explosive device detonated near her security post on Jan. 17 in Kabul, Afghanistan.",2009,03,03,2009-03-03 00:00:00.000,2051
11216,2829,1525,Latest Iraqi/afghan Soldiers/Police/Other Fatalities - Iraq/Afghanistan (Mainstream Media),54,ANSAR 007,"Iraq 03/03/09 MCT: Roadside bomb wounds 4 policemen in Baquba A roadside bomb targeted an Iraqi Police patrol in Gatoun neighbourhood, southwestern Baquba at 8 a.m. injuring four policemen. Afghanistan/Pakistan 03/03/09 hindustantimes: Two soldiers killed by Taliban in Pak's Swat regionThe fragile truce between the Pakistani Taliban and local authorities in Swat valley came to the brink of collapse on Tuesday as militants ambushed a group of soldiers killing two of them, prompting retaliation from the security forces.[/font][/size]",2009,03,03,2009-03-03 00:00:00.000,2692
11231,28311,813,Images from Islamic Emirate of Caucasus,74,Abu Anas al-Ansari,,2009,07,27,2009-07-27 00:00:00.000,1403
11259,28375,1197,Latest Coalition Fatalities - Iraq/Afghanistan (Minstream Media),10,Asadullah Alshishani,"7/27/09 Bombardier Craig Hopson killed in Afghanistan Bombardier Craig Hopson from 40th Regiment Royal Artillery (The Lowland Gunners) was killed in Afghanistan on Saturday 25 July 2009...Hopson was killed when the JACKAL vehicle in which he was travelling struck an Improvised Explosive Device... Two soldiers killed in Helmand (1 of 2) In the first incident, a soldier from The Light Dragoons was killed as a result of an explosion that happened whilst on a vehicle patrol in Lashkar Gah district, central Helmand province. Two soldiers killed in Helmand (1 of 2) In the other incident, a soldier from 5th Regiment Royal Artillery was killed as a result of an explosion that happened whilst on a foot patrol in Sangin district, Helmand province.",2009,07,27,2009-07-27 00:00:00.000,2051
11422,28645,813,Images from Islamic Emirate of Caucasus,74,Abu Anas al-Ansari,Mujahid Talut al-Turki (Rahimahullah):,2009,08,01,2009-08-01 00:00:00.000,1403
11642,2903,1197,Latest Coalition Fatalities - Iraq/Afghanistan (Minstream Media),54,ANSAR 007,"Iraq 03/04/09 DoD Identifies Marine Casualty Cpl. Donte J. Whitworth, 21, of Noblesville, Ind., died Feb. 28 as a result of a non-hostile vehicle accident in Anbar province, Iraq. He was assigned to Combat Logistics Regiment 15, 1st Marine Logistics Group, Marine Corps Air Station Yuma, Ariz. Afghanistan 03/04/09 forces.gc: Three Canadian Forces personnel killed and two injured in Afghanistan Three Canadian Forces personnel were killed and two were injured when an improvised explosive device detonated near an armoured vehicle during a patrol in the Arghandab District. The incident occurred northwest of Kandahar City... 03/04/09 AP: Blast hits U.S. Afghan base, several wounded A bomb blast exploded outside the main U.S. base in Afghanistan on Wednesday, wounding several people, a U.S. official said. An Afghan governor blamed the attack on a suicide car bomber, and the Taliban claimed responsibility. 03/04/09 tbo: Tampa Contractor Killed In Afghanistan Cardona was on a patrol early Saturday morning. There had been many roadside bombs in the past few days, and ""they wanted him to go out with his dog. The explosion split the Humvee he was in, and it landed on top of him. He was killed instantly.""",2009,03,04,2009-03-04 00:00:00.000,2051
11758,29204,10598,Terrorism raids in Melbourne 04/08/2009,guest1,guest1,"here is the most informative article so far: Terror suspects arrested in Melbourne after bomb plot uncovered UPDATE 7.29am: POLICE have arrested a number of suspected terrorists during early morning raids across Melbourne this morning. Police swooped about 4.30am, executing 19 warrants on homes in Glenroy, Carlton, Meadow Heights, Roxburgh Park, Broadmeadows, Westmeadows, Preston, Epping and Colac. The raids came after a suicide bomb plot by suspected Islamic extremists in Melbourne was uncovered. The group is thought to be linked to extremists in Somalia. Police believe the group was planning to launch an attack on an Australian army base, possibly in Victoria. Victoria has four army bases – in Albury-Wodonga, Puckapunyal, Watsonia and Broadmeadows – as well as three RAAF bases and a Navy base at Crib Point. Emily Howard, 21, lives about four doors away from where one of the warrants was executed in View St, Glenroy. She said it was scary to think something like this could be happening in her own street. Ms Howard said she didn’t hear any police sirens or noise during the raid. The first she heard of it was this morning when her boyfriend told her after seeing it on TV. “I thought it was a joke,” she said. “To think someone in your street could do something like that. It’s just horrible.” She said she had lived on the “quiet” street for 15 years. The mass counter-terrorism operation, the second largest ever in Australia, involved the Australian Federal Police, Victoria and NSW Police, the NSW Crime Commission and the Australian Security and Intelligence Organisation. At least 400 officers were involved in the raid. A spokesman for Premier John Brumby said: ""The Premier has received a preliminary briefing. The Government will await further advice before commenting further."" The Australian reports the members of the group had been discovered carrying out surveillance on the Holsworthy Barracks in Western Sydney. The group is reportedly inspired by the Somalia-based terrorist movement al-Shabaab, with two Melbourne members thought to have travelled to Somalia to train with the al-Qaida aligned terror group. Al-Shabaab, which is using suicide bombers and jihadist fighters in an attempt to overthrow the Somali government, seeks to impose a pure, hardline form of Islam, and sees the West as its enemy. It has been declared a terrorist organisation by the US and it has close links with al-Qaida leaders, including Fazul Abdullah Mohammed, an architect of the 1998 attacks on the US embassies in Kenya and Tanzania in which 223 people died. The suspects include Australians of Somali and Lebanese decent, most of whom are labourers employed in Melbourne's construction industry, or taxi drivers. It is understood that several members of the group also wanted to travel to Somalia to fight with al-Shabaab, but when travel became difficult, they turned their attention to carrying out a terrorist attack in Australia. Al-Shabaab is currently searching for jihadist recruits around the world, including in Australia. Authorities fear that Australian Muslims who travel to Somalia to fight for al-Shabaab could return to Australia as sleeper agents for future attacks in this country. - By Cameron Stewart, Sarah Wotherspoon http://www.news.com.au/heraldsun/sto...65-661,00.html",2009,08,03,2009-08-03 00:00:00.000,29204
11759,29205,10598,Terrorism raids in Melbourne 04/08/2009,guest1,guest1,"the suburbs mentioned are places known to have a lot of muslims, so far no names have been released.",2009,08,03,2009-08-03 00:00:00.000,29204
11764,29211,10598,Terrorism raids in Melbourne 04/08/2009,1185,abujarrah,"Australian police have made a series of arrests in the southern city of Melbourne after uncovering a plot to launch a terror attack in the country. Police said a group was believed to be at an ""advanced stage"" of preparing to storm an army base, media reports said. More than 400 officers were involved in carrying out 19 search warrants. The number of people arrested was unknown. Those arrested are reported to include Australian nationals of Somali and Lebanese descent, reports say. ""Police believe members of a Melbourne-based group have been undertaking planning to carry out a terrorist attack in Australia and allegedly involved in hostilities in Somalia,"" a police statement said. bbcnews.com",2009,08,03,2009-08-03 00:00:00.000,29204
11765,29213,10598,Terrorism raids in Melbourne 04/08/2009,guest1,guest1,http://news.sky.com/skynews/Home/Wor...e_Bombers_Plot,2009,08,03,2009-08-03 00:00:00.000,29204
11780,29241,10598,Terrorism raids in Melbourne 04/08/2009,fighter,fighter,"Phone call sparked Operation Neath Quote: IT was a single phone call that sparked the second-largest terror investigation in Australian history, known as Operation Neath. In January, at the height of Melbourne's parched summer, an Australian-Lebanese man in his 30s telephoned a Somalian in the city's western suburbs and made a disturbing request. He wanted assistance for himself and some of his friends to travel to the war-torn African state of Somalia. The men wanted to become Islamic warriors with al-Shabaab, an extremist group in that country with close links to al-Qa'ida, and which is listed as a terrorist organisation by the US. The fledgling Somalian terror group, barely three years old, had become the new face of Islamic resistance in Africa and was actively recruiting foreign fighters to help it overthrow the US-backed government in Somalia. Investigators were monitoring the Lebanese man's calls after he came to their attention late last year for espousing extremist views at his local mosque in Melbourne's northern suburbs. What unfolded over the next few months would confirm the worst fears of the nation's counter-terrorism chiefs and provide a grim reminder that Australians remain vulnerable to the threat posed by a handful of Islamic extremists, living in our suburbs, who are seduced by the dark side. Australia's security agencies had suspected for several years there were illegal links between small pockets of the nation's 16,000-strong Somali community and the extremists in their war-torn homeland. But the AFP and ASIO had never been able to prove the links, and an AFP investigation called Operation Rochester in 2007 petered out after no illegal connections were identified. Now the authorities had found what they were looking for. And they would find much more than they bargained for. Authorities learned that the Somalian man who had been contacted by their Lebanese suspect was the “facilitator”, or point man, for Australian jihadists seeking to travel to the failed state and join the al-Shabaab resistance there. Working from Melbourne's western suburbs, this travel agent for would-be jihadists had close connections with al-Shabaab members in Somalia and was able to arrange funding and logistics for Melbourne recruits. Authorities believe he had in recent months arranged for two Somali Australians to be smuggled into Somalia, via Kenya, to train with al-Shabaab. One of those Australian men remains in Somalia, where he is presumed to be training or fighting with al-Shabaab. The other Somalian man has recently returned to Melbourne. But the Lebanese man proved more problematic for the Somalian facilitator in Melbourne. Visa and passport difficulties prevented him from making the trip to Somalia. Frustrated by his inability to travel abroad to join al-Shabaab, the Lebanese man and the core hardline group discussed their options. Investigators listened in horror as the men were then overheard planning a terrorist attack in Australia. From that moment, about three months ago, the top-secret investigation known as Operation Neath became the dominant focus of Australia's national security agencies. Jointly run by the AFP, Victoria Police and ASIO, the investigation comprises about 150 police, intelligence agents and officials. The group of suspects, involving Lebanese and Somali Australians, is believed to total about 18 men, with a core of hardliners. While they are deeply religious, there are no imams, or self-styled religious leaders, among them. They are working-class men, consisting mostly of construction labourers and taxi drivers. None is believed to be tertiary educated, and they seem to have a limited understanding of the international affairs and events on which they justify their violent religious crusade. The electronic evidence gathered by police against the group is chilling. Investigators listened as the men discussed a suicide attack on an Australian army base. The only reason offered for such an attack was the presence of Australian troops in Muslim countries, although Afghanistan and Iraq were not mentioned by name. The plan was for the group to storm the entrance to an army base, firing automatic weapons. They would kill as many Australian soldiers as possible until they were themselves killed. None of them would surrender. But hopes that this was nothing more than hairy-chested rhetoric were soon dashed when surveillance teams followed one of the suspects to Holsworthy Barracks in southwestern Sydney. The historic military base is home to Australia's elite Parachute Battalion and Commando Regiment. Investigators watched as the suspect quietly cased the scene, observing movements of people and traffic. Other suspicious behaviour near Victorian defence bases raised concerns of investigators that the group might also be conducting reconnaissance missions in that state. In addition, the suspects were overheard discussing ways to obtain firearms, and swapping notes on which of their family and friends had firearm licences. Gathering evidence against the group was a painstaking task, with the suspects often taking steps to evade surveillance by meeting in their local mosque or holding discussions in parks. But several months ago there was a hitch in the group's plans. One of the group's core players, the Lebanese man who originally sparked the investigation, suddenly found himself in jail for alleged assault. He had been involved in a confrontation with a nearby resident over a minor matter and was put behind bars, making it difficult for authorities to assess how close the group might be to carrying out the attack. Investigators were also concerned about another member of the group, a Somalian, who returned to Australia last month after receiving military training from al-Shabaab in Somalia. Training with al-Shabaab usually involves a six-week course covering guerilla tactics and instruction on how to handle explosives. However, Somalia is a lawless, failed state that remains a blackhole for Western intelligence agencies. Australian agencies do not know what sort of training the Australian might have received there, but they do know the man did not finish his full training course. It is unclear why he cut short his training and returned to Melbourne. Authorities were concerned that this man, who holds an Australian passport, might have become further energised and radicalised while in Somalia, and may have returned to Melbourne to encourage the Melbourne cell to carry out the plan sooner rather than later. These uncertainties placed authorities in a dilemma. Continuing to monitor the activities of the group would allow investigators the chance to gather new intelligence to maximise their chances of securing convictions against the men. But not acting quickly would risk the unthinkable prospect of the group actually carrying out the attack. Faced with these decisions, the AFP is understood to have recently presented its evidence against the Melbourne cell to the Office of the Commonwealth Director of Public Prosecutions, which advised that the evidence was sufficient to support charges being laid under national terrorism laws. In recent weeks plans were drawn up for an extensive series of raids on properties across Melbourne. Sources said these raids were to take place as early as this morning after it was concluded, at a series of high-level meetings over the weekend, that immediate action was justified to prevent the possibility of innocent lives being lost. SOURCE Quote: JOINT counter terrorism raids, the result of a seven-month surveillance operation, has led to four arrests, Australian Federal Police acting Chief Commissioner Tony Negus said today. Terrorists were planning a suicide mission involving semi-automatic weapons on an Australian miliary base, he said. The four people arrested, all Australian citizens, are being interviewed and several others are assisting with inquiries. Police are currently interviewing a 26-year-old Carlton man, a 25-year-old Preston man, a 25-year-old man from Glenroy and a 22-year-old man from Meadow Heights.. The raids involved the Australian Federal Police (AFP), the Victoria Police, NSW Police, the NSW Crime Commission and Australian Security Intelligence Organisation (ASIO). Despite the operation, Mr Negus said national security levels remained at medium. Victoria Police Chief Commissioner Simon Overland said search warrants issued across Melbourne and at Colac in the state's south-west may take 24 hours to complete. Mr Overland stressed the overwhelming number of Islamic people in Australia and Melbourne were valued members of the community, not terrorists. He said he was disappointed by leaks that lead to reporting of the raids in The Australian newspaper. Copies of the newspaper were publicly available at 1.30am (AEST) in Melbourne, well ahead of the raids, he said. Mr Overland said police acted after it ""got to a point where we decided it was appropriate to act"". Mr Negus said there could be further arrests, other than four people in custody. He confirmed the Holsworthy Base in Sydney was an alleged target, as well as ""suspicious activity around other bases"". Mr Negus said the allegations related specifically to an attack with firearms, not bombs. ""We believe these men were affiliated with a group called al-Shabaab in Somalia,"" he said. On the raids, Mr Negus said: ""We were satisfied the timing was right - obviously the primary concern is public safety."" He stressed the police information at this stage was only a series of allegations that needed to be tested in court. Mr Negus said, however, if the alleged plot had been carried out, it would have been the most serious terrorist act ever on Australian soil. About 400 police were used to execute 19 search warrants about 4.30am (AEST) on Tuesday. Homes in the northern Melbourne suburbs of Glenroy, Meadow Heights, Roxburgh Park, Broadmeadows, Westmeadows, Preston and Epping were raided by police, as well as at Carlton in inner Melbourne and Colac in south-western Victoria. Four arrests in terror raids | The Australian Quote: 4th of August Source A plot by Islamic extremists in Melbourne to launch a suicide attack on an Australian Army base has been uncovered by national security agencies. Federal and state police, armed with search warrants, swooped on members of the suspected terror cell this morning, as they seek to arrest Australian nationals of Somali and Lebanese background in what will be the second-largest counter-terrorism operation in the nation's history. The men are expected to be charged with a range of terrorism-related offences. Authorities believe the group is at an advanced stage of preparing to storm an Australian Army base, using automatic weapons, as punishment for Australia's military involvement in Muslim countries. It is understood the men plan to kill as many soldiers as possible before they are themselves killed. Members of the group have been observed carrying out surveillance of Holsworthy Barracks in western Sydney and other suspicious activity around defence bases in Victoria. Electronic surveillance on the suspects is believed to have picked up discussions about ways to obtain weapons to carry out what would be the worst terror attack on Australian soil. The cell has been inspired by the Somalia-based terrorist movement al-Shabaab, with two Melbourne men, both Somalis, having travelled to Somalia in recent months to obtain training with the extremist organisation, which is aligned with al-Qa'ida. One of those men has already returned to Melbourne. The other is still in Somalia. Al-Shabaab, which is using suicide bombers and jihadist fighters to try to overthrow the Somali government, seeks to impose a pure, hardline form of Islam, and sees the West as its enemy. It has been declared a terrorist organisation by the US and it has close links with al-Qa'ida leaders, including Fazul Abdullah Mohammed, an architect of the 1998 attacks on the US embassies in Kenya and Tanzania in which 223 people died. The investigation of the group, dubbed Operation Neath, involves about 150 members of the Australian Federal Police, Victoria Police and ASIO. It was launched in late January. Search warrants for at least 19 properties across Melbourne have been prepared to allow authorities to obtain more evidence against the group, which is believed to number about 18, with a smaller, hardcore element. The suspects include Australians of Somali and Lebanese decent, most of whom are labourers employed in Melbourne's construction industry, or taxi drivers. It is understood that several members of the group also wanted to travel to Somalia to fight with al-Shabaab, but when travel became difficult, they turned their attention to carrying out a terrorist attack in Australia. Al-Shabaab is currently searching for jihadist recruits around the world, including in Australia. Authorities fear that Australian Muslims who travel to Somalia to fight for al-Shabaab could return to Australia as sleeper agents for future attacks in this country. In the US, more than 20 Somali American men have disappeared from their Midwest homes in recent months to fight alongside al-Shabaab troops in Somalia. The FBI's investigation into the radicalisation of Somali refugees in the US, via al-Shabaab, was described by The New York Times last month as “the most significant domestic terror investigation since September 11”. The AFP is understood to have recently presented its evidence against the Melbourne cell to the Office of the Commonwealth Director of Public Prosecutions, which advised that the evidence was sufficient to support charges being laid under national terrorism laws. A previous AFP investigation _ Operation Rochester, in 2007 _ into extremist activities within small pockets of the nation's 16,000-strong Muslim Somali community petered out after it was established there was no evidence of wrongdoing. Only a small number of Australia's Somali community adopt the hardline Wahabist view of Islam, but authorities fear radicalism among this minority is being fanned by recent events in Somalia. Intelligence analysts warn that Somalia has become the new breeding for international Islamic terrorists, as extremists seek revenge for the events of December 2006, when US-backed forces from Christian Ethiopia toppled the hardline government known as the Islamic Courts Union. The US and Australia defended the Ethiopian invasion as a front in the global war on terror, but it awakened the nationalism of many Somalis in Australia, as well as Muslims of other ethnic backgrounds, who viewed it as a Christian crusade into a Muslim land.",2009,08,04,2009-08-04 00:00:00.000,29204
11822,29292,10598,Terrorism raids in Melbourne 04/08/2009,714,juhayman,"video Australian police have arrested four people in the city of Melbourne after uncovering what they say was a plot to launch a terrorist attack. The group was preparing a suicide attack on an army base, police said. More than 400 officers were involved in searching 19 properties across the city before dawn on Tuesday. The suspects are Australian nationals of Somali and Lebanese descent; one man, aged 25, has so far been charged with terrorism offences. The man from the Glenroy district of Melbourne is due in court later. Two other men are expected to be charged, while a court has granted police another eight hours to question the fourth man. A fifth man, who had been detained earlier, is also being questioned about the alleged plot. 'Sobering' ""Police believe members of a Melbourne-based group have been undertaking planning to carry out a terrorist attack in Australia and allegedly involved in hostilities in Somalia,"" a police statement said. ""The men's intention was to actually go into the army barracks and to kill as many soldiers as they could before they themselves were killed,"" said Tony Negus, acting chief commissioner of the Australian Federal Police. Holsworthy Barracks on the outskirts of Sydney was one of the planned targets, according to police. The attack would have been the most serious terrorist attack on Australian soil, Mr Negus added. ""Members of the group have been actively seeking a fatwa or religious ruling to justify a terror attack on Australia,"" he said. ""The sobering element of today's development is the reminder to all Australians that the threat of terrorism is alive and well, and this requires continued vigilance on the part of our security authorities,"" said Australian Prime Minister Kevin Rudd. The country's security level is unchanged at medium, where it has remained since 2003. Al-Qaeda links The police said that the raids came after a seven-month operation involving several state and federal agencies. Police believe those arrested are linked to the Somali-based al-Shabab group, which seeks to overthrow the Somali government and is believed to have links to al-Qaeda. The BBC's Nick Bryant, in Sydney, says reports suggest electronic surveillance was used to monitor members of the group. Members of the Melbourne-based cell reportedly travelled to Somalia in recent months to train, The Australian newspaper reports.",2009,08,04,2009-08-04 00:00:00.000,29204
